"","Image_name","ObjectNumber","Location_Center_X","Location_Center_Y","HLA.ABC","CD57","CD31","CD14","C.peptide","Nestin","Glucagon","pan.Keratin","CD11b","CD44","PDX.1","CD45","CD56","beta.Actin","Foxp3","CD4","NKX6.1","CD68","Somatostatin","CD20","CD8","CD99","CA2","NFkb","GnzB","Ki67","Collagen","CD3","p16","pS6","CD45RO","HLA.DR","PP","GHRL","DNA191","DNA193"
"cell_7219","NPOD6009_Head_ROI1",7219,729.7419355,821.7419355,1.2582912,0.09699328,0.09699328,0.8060928,0.38731776,0.1933312,0.16121856,5.2887552,6.160384,1.1272192,0.7077888,0.16121856,0.45154304,2.7721728,1.1927552,0.35454976,0.29032448,0.2260992,0.2260992,0.064487424,0.4194304,4.194304,0.51642368,0.16121856,0.064487424,0.032243712,0.12910592,0.4194304,0.54853632,0.7405568,0.09699328,0.12910592,0.12910592,0.29032448,28.90366976,57.710542848
"cell_7220","NPOD6009_Head_ROI1",7220,857.3970588,823.6911765,0.8650752,0.10289152,0.10289152,0.64684032,0.26476544,0.14680064,0.27918336,3.9124992,4.4105728,0.24969216,0.36765696,0.26476544,0.19136512,3.4537472,0.9437184,0.50003968,0.16187392,0.41156608,0.14680064,0.0884736,0.33816576,3.4144256,0.33816576,0.19136512,0.07340032,0.07340032,0.884736,0.57344,2.1037056,0.9699328,0.24969216,0.27918336,0.24969216,0.1179648,79.44241152,143.178661888
"cell_7221","NPOD6009_Head_ROI1",7221,967.7,822.925,1.6515072,0.07471104,0.34996224,1.6515072,0.2752512,0.22478848,0.17498112,12.775194624,4.0239104,0.3997696,1.0747904,0.3997696,0.24969216,5.8720256,1.2517376,0.475136,0.34996224,0.8257536,0.17498112,0.12517376,0.32505856,2.7262976,0.6750208,0.42532864,0.07471104,0.050003968,0.22478848,0.37486592,0.851968,0.9240576,0.07471104,0.30015488,0.24969216,0.050003968,40.1506304,73.051144192
"cell_7222","NPOD6009_Head_ROI1",7222,76.52066116,827.4958678,2.4313856,0.11599872,0.7405568,0.8323072,0.10747904,0.16515072,0.16515072,2.5952256,1.2713984,0.16515072,0.23134208,0.14876672,0.19857408,3.7748736,1.081344,0.51249152,0.1572864,0.49610752,0.24772608,0.2228224,0.29753344,3.571712,0.1736704,0.18153472,0.008257536,0.09895936,3.2833536,0.37158912,1.6449536,0.7798784,0.1572864,2.3330816,0.13238272,0.13238272,95.761793024,176.8374272
"cell_7223","NPOD6009_Head_ROI1",7223,104.010989,825.1098901,1.4483456,0.16515072,0.1540096,0.6684672,0.06619136,0.24182784,0.1540096,5.1970048,1.5597568,0.35192832,3.4865152,0.17563648,0.2195456,3.5586048,1.376256,0.4063232,0.7012352,0.3735552,0.24182784,0.1867776,0.36241408,1.0747904,0.8454144,2.2872064,0.16515072,0.11010048,1.4483456,0.29687808,2.0119552,1.2976128,0.27459584,0.4063232,0.16515072,0.12058624,112.75993088,208.871292928
"cell_7224","NPOD6009_Head_ROI1",7224,193.6875,827.5625,0.9306112,0.15597568,0.11730944,0.64815104,0.12517376,0.41418752,0.22675456,2.5165824,6.356992,0.22675456,0.4063232,0.13303808,0.14876672,2.9753344,1.0027008,0.48431104,0.13303808,0.31260672,0.17956864,0.07798784,0.32047104,3.6896768,0.14876672,0.21102592,0.04685824,0.04685824,1.6646144,0.53936128,1.5204352,1.1337728,0.2031616,0.3047424,0.14876672,0.12517376,80.774692864,152.721096704
"cell_7225","NPOD6009_Head_ROI1",7225,354.2486772,827.5555556,1.933312,2.4444928,0.14286848,0.6193152,0.54525952,0.15335424,7.381057536,0.7471104,0.46006272,0.22216704,1.14688,0.24838144,1.47456,3.5323904,1.14688,0.38076416,0.47120384,0.57147392,25.767575552,0.21168128,0.35454976,16.920870912,0.14811136,0.16908288,0.047644672,0.07405568,1.277952,0.37552128,0.51838976,0.12713984,0.0688128,0.21168128,0.10027008,0.32243712,34.249179136,63.8369792
"cell_7226","NPOD6009_Head_ROI1",7226,381.7319588,826.0206186,2.1757952,0.16515072,0.2064384,0.47448064,0.64946176,0.18546688,8.41252864,0.51576832,0.5668864,2.0840448,0.12386304,0.19595264,0.8060928,3.4013184,0.950272,0.40239104,0.22675456,3.0605312,0.61865984,0.15466496,0.48431104,16.196108288,0.17498112,0.12386304,0.1441792,0.030932992,4.718592,0.4227072,1.277952,0.22675456,0.10289152,0.2064384,0.2162688,0.26804224,69.990744064,132.507172864
"cell_7227","NPOD6009_Head_ROI1",7227,572.2678571,825.4464286,1.769472,0.10682368,0.37486592,0.786432,0.196608,1.6580608,0.1605632,1.5204352,3.3226752,0.23199744,0.17825792,0.07143424,0.26804224,2.2872064,0.6815744,0.30343168,0.08912896,0.37486592,0.1605632,0.07143424,0.26804224,4.5350912,0.053542912,0.14286848,0.03571712,0.08912896,1.1403264,0.30343168,1.0551296,0.9109504,0.21430272,1.6449536,0.12517376,0.1605632,46.268547072,87.965630464
"cell_7228","NPOD6009_Head_ROI1",7228,595.4915254,824.6101695,0.7995392,0.2883584,0.13565952,0.9306112,0.11862016,1.6580608,0.18612224,1.507328,4.1353216,0.18612224,0.25427968,0.22020096,0.33882112,2.7656192,0.98304,0.27131904,0.16973824,0.30539776,0.5931008,0.050855936,0.23724032,3.3554432,0.13565952,0.13565952,0.033882112,0.08454144,0.54263808,0.49152,0.6946816,1.3565952,0.13565952,0.2031616,0.15269888,0.18612224,56.051695616,102.594772992
"cell_7229","NPOD6009_Head_ROI1",7229,659.0921053,827.7960526,1.8153472,27.993833472,0.42795008,2.916352,0.23003136,0.22347776,0.23658496,1.6318464,2.2151168,0.36175872,0.27000832,0.27656192,0.20381696,4.6989312,1.2058624,0.59899904,0.21692416,2.4051712,0.28311552,0.13172736,0.35520512,3.833856,0.17760256,0.19070976,0.15138816,0.11206656,2.2020096,0.55246848,1.5007744,0.786432,0.51314688,1.2255232,0.24969216,0.19070976,102.784434176,190.69370368
"cell_7230","NPOD6009_Head_ROI1",7230,711.9065421,824.2523364,0.7405568,0.17760256,0.14942208,0.6750208,0.19595264,0.16842752,0.14024704,2.7656192,3.7093376,0.39256064,0.36438016,0.14024704,0.26148864,3.1522816,1.212416,0.52363264,0.11206656,0.49545216,0.15859712,0.1212416,0.40173568,3.4930688,0.11206656,0.30867456,0.14024704,0.03735552,0.3833856,0.60751872,2.0185088,1.0682368,0.20578304,0.52363264,0.14024704,0.2523136,96.12296192,182.582247424
"cell_7231","NPOD6009_Head_ROI1",7231,954.6144578,824.2409639,1.605632,0.13238272,0.13238272,1.6252928,0.3014656,0.15663104,0.22872064,4.7448064,1.5794176,0.688128,2.0840448,0.14483456,0.20512768,5.1904512,1.1927552,0.36175872,0.6750208,1.605632,0.26476544,0.19267584,0.26476544,2.1692416,0.7471104,0.8060928,0.1081344,0.060227584,0.55443456,0.4456448,1.4352384,0.917504,0.26476544,0.32505856,0.08454144,0.1081344,73.748119552,138.026221568
"cell_7232","NPOD6009_Head_ROI1",7232,12.12676056,828.2112676,0.7012352,0.12648448,0.098304,0.57737216,0.098304,0.1409024,0.19726336,2.9032448,3.2702464,0.21102592,0.19726336,0.19726336,0.25362432,2.9687808,1.3238272,0.3801088,0.19726336,0.50724864,0.22544384,0.12648448,0.29556736,4.0435712,0.11272192,0.19726336,0.01409024,0.04227072,0.29556736,0.57737216,1.4942208,0.7602176,0.33816576,0.5210112,0.21102592,0.18284544,85.212594176,159.439060992
"cell_7233","NPOD6009_Head_ROI1",7233,41.19047619,826.5833333,1.179648,0.07143424,0.11927552,0.33357824,0.08323072,0.20250624,0.0950272,0.41680896,1.1927552,0.10682368,0.131072,0.08323072,0.08323072,1.9267584,0.9043968,0.19070976,0.19070976,0.41680896,0.14286848,0.03571712,0.27394048,3.4144256,0.10682368,0.10682368,0.059506688,0.047644672,4.6333952,0.262144,1.4286848,0.36896768,0.11927552,0.65470464,0.131072,0.0950272,69.132025856,133.513936896
"cell_7234","NPOD6009_Head_ROI1",7234,59.68674699,826.9277108,0.8454144,0.08454144,0.19267584,0.7340032,0.22872064,0.21692416,0.14483456,2.588672,5.046272,0.26476544,0.25296896,0.18087936,0.28901376,2.8704768,1.1534336,0.4096,0.14483456,0.32505856,0.4456448,0.13238272,0.4456448,3.4209792,0.15663104,0.1081344,0.0720896,0.060227584,1.7498112,0.61472768,2.1430272,1.8939904,0.12058624,0.56623104,0.15663104,0.16842752,77.820461056,142.604566528
"cell_7235","NPOD6009_Head_ROI1",7235,134.0833333,822.875,1.0420224,0.20840448,0.16646144,1.1665408,0.16646144,0.12517376,0.041680896,7.333412864,3.4996224,0.2916352,1.2517376,0.2916352,0.12517376,3.8731776,1.4614528,0.7077888,0.2916352,0.50003968,0.08323072,0.16646144,0.37486592,1.2517376,0.37486592,1.376256,0.041680896,0.12517376,0.24969216,0.33357824,1.2517376,0.7077888,0.12517376,0.54198272,0.12517376,0.08323072,68.501045248,123.29353216
"cell_7236","NPOD6009_Head_ROI1",7236,211.1619048,826.1714286,0.917504,0.17170432,0.08585216,0.7143424,0.11403264,0.12386304,0.19070976,1.703936,4.2860544,0.1048576,0.42860544,0.15269888,0.25690112,3.0015488,0.8585216,0.36175872,0.12386304,0.41877504,0.25690112,0.14286848,0.32374784,3.702784,0.14286848,0.23789568,0.019070976,0.00950272,1.015808,0.41877504,1.8284544,0.720896,0.13303808,0.3997696,0.15269888,0.08585216,89.887080448,167.126368256
"cell_7237","NPOD6009_Head_ROI1",7237,222.4957983,827.302521,1.540096,0.15138816,0.54591488,0.7405568,0.1343488,0.17629184,0.12582912,0.9895936,2.1757952,0.22675456,0.15138816,0.10944512,0.2686976,3.8928384,0.720896,0.2523136,0.0753664,0.6619136,0.17629184,0.09240576,0.1933312,4.3188224,0.0753664,0.09240576,0.0753664,0.016777216,2.6607616,0.49610752,1.1599872,0.884736,0.08388608,1.0354688,0.12582912,0.16777216,75.93394176,143.035793408
"cell_7238","NPOD6009_Head_ROI1",7238,288.6576577,827.0630631,1.96608,0.11730944,0.48627712,0.7667712,0.17104896,0.12582912,3.2636928,0.27918336,0.4685824,0.17104896,0.180224,0.16187392,0.52232192,2.5755648,0.62193664,0.12582912,0.16187392,0.49545216,0.12582912,0.08978432,0.26148864,9.92804864,0.1081344,0.16187392,0.008978432,0.045023232,11.60380416,0.23396352,1.0289152,0.180224,0.1081344,0.5767168,0.17104896,0.22544384,55.568433152,105.785393152
"cell_7239","NPOD6009_Head_ROI1",7239,314.5112782,829.5864662,3.0605312,0.18808832,0.22544384,0.8257536,3.0015488,0.27787264,10.55653888,0.7143424,0.7143424,0.42074112,0.7798784,0.27066368,1.0027008,3.178496,1.245184,0.45088768,0.9109504,0.46596096,0.6815744,0.16515072,0.52625408,21.308571648,0.180224,0.13565952,0.037617664,0.09043968,0.8388608,0.36831232,0.64684032,0.36110336,0.15007744,0.29294592,0.21037056,0.47382528,53.602353152,100.6256128
"cell_7240","NPOD6009_Head_ROI1",7240,606.0165289,827.2561983,0.7667712,0.10747904,0.09895936,0.9109504,0.19857408,0.1736704,0.23986176,1.9726336,5.4788096,0.44630016,0.37158912,0.16515072,0.28114944,3.6438016,1.0682368,0.56229888,0.23986176,0.33030144,0.19857408,0.08257536,0.47906816,4.7251456,0.2228224,0.21495808,0.10747904,0.057868288,0.09109504,0.5373952,1.605632,0.8192,0.1736704,0.21495808,0.23134208,0.28114944,62.835654656,117.307604992
"cell_7241","NPOD6009_Head_ROI1",7241,617.3622047,829.6614173,0.6750208,0.13369344,0.12582912,0.6684672,0.14942208,0.21233664,0.14942208,2.8442624,2.8049408,0.17301504,0.28377088,0.18874368,0.22806528,3.2768,1.1862016,0.5275648,0.12582912,0.28377088,0.14155776,0.08650752,0.33882112,4.6399488,0.21233664,0.22806528,0.20447232,0.039387136,0.606208,0.65339392,1.277952,0.8257536,0.22806528,0.41746432,0.16515072,0.18087936,44.764430336,86.536749056
"cell_7242","NPOD6009_Head_ROI1",7242,829.04,827.87,0.851968,0.12976128,0.050003968,0.65011712,0.15007744,0.08978432,0.15007744,2.5690112,5.0724864,0.50987008,0.1998848,0.10027008,0.3899392,2.818048,1.081344,0.41025536,0.07995392,0.27983872,0.180224,0.10027008,0.34013184,4.5285376,0.11993088,0.15990784,0.07995392,0.03997696,0.7077888,0.54001664,1.5990784,0.5799936,0.1900544,0.42991616,0.10027008,0.2097152,83.831291904,156.712370176
"cell_7243","NPOD6009_Head_ROI1",7243,877.7560976,825.3658537,0.8060928,0.19529728,0.12189696,0.56098816,0.14614528,0.26804224,0.12189696,2.9032448,5.8785792,0.53673984,1.0944512,0.14614528,0.2195456,3.637248,1.2713984,0.41484288,0.53673984,0.31719424,0.3899392,0.048758784,0.19529728,3.3882112,0.4390912,0.7077888,0.09764864,0,0.36569088,0.58523648,1.8808832,0.6094848,0.2195456,0.29294592,0.19529728,0.12189696,97.660043264,187.734556672
"cell_7244","NPOD6009_Head_ROI1",7244,5.260273973,828.6986301,1.0027008,0.10944512,0.21889024,1.1206656,0.13697024,0.13697024,0.19202048,3.178496,3.4930688,0.34275328,0.34275328,0.20578304,0.2326528,3.8600704,1.409024,0.34275328,0.08192,0.39714816,0.13697024,0.16449536,0.34275328,5.111808,0.2326528,0.16449536,0.0688128,0.054788096,1.081344,0.39714816,1.343488,0.58916864,0.26017792,0.917504,0.17825792,0.12320768,61.631102976,117.029208064
"cell_7245","NPOD6009_Head_ROI1",7245,33.34782609,827.0652174,3.3882112,0.26083328,1.3893632,1.1927552,0.19595264,2.0840448,0.15204352,0.4784128,1.1075584,0.2392064,0.15204352,0.2392064,0.1736704,3.5192832,1.0420224,0.4784128,0.1736704,0.50003968,0.30408704,0.06520832,0.32636928,3.2636928,0.043450368,0.1736704,0.06520832,0.021757952,2.4117248,0.2392064,1.1075584,0.56492032,0.2392064,11.500191744,0.26083328,0.26083328,69.870616576,133.610733568
"cell_7246","NPOD6009_Head_ROI1",7246,137.8431373,826.6470588,1.998848,0.33357824,0.21561344,1.0027008,0.19595264,0.17629184,0.23527424,11.647254528,3.9387136,0.60817408,1.900544,0.25493504,0.27459584,4.6071808,1.6252928,0.56885248,0.37224448,0.35323904,0.39190528,0.1179648,0.52953088,1.4483456,0.43122688,1.2320768,0.17629184,0.039190528,0.23527424,0.35323904,1.2189696,1.900544,0.29425664,0.8650752,0.21561344,0.13697024,83.82480384,159.374966784
"cell_7247","NPOD6009_Head_ROI1",7247,370.4876543,827.8641975,2.0447232,2.8246016,0.2097152,0.7667712,0.9633792,0.25296896,15.068102656,0.8716288,0.59244544,0.57409536,0.28377088,0.25296896,1.14688,4.25984,1.1075584,0.39518208,0.38273024,0.56164352,1.7104896,0.20381696,0.42008576,23.426301952,0.19136512,0.09895936,0.03702784,0.049414144,3.1064064,0.27131904,0.54919168,0.12976128,0.07995392,0.28377088,0.19136512,0.43188224,38.772211712,71.46405888
"cell_7248","NPOD6009_Head_ROI1",7248,475.5869565,824.5217391,0.7143424,0.06520832,0.10878976,0.50003968,0.13041664,0.4784128,2.6738688,0.26083328,0.34799616,0.13041664,0.13041664,0.15204352,0.56492032,2.523136,0.54329344,0.2392064,0.06520832,0.1736704,0.21757952,0.043450368,0.28246016,4.521984,0.043450368,0.08716288,0.043450368,0.13041664,6.455296,0.2392064,0.6520832,0.19595264,0.043450368,0.10878976,0.10878976,0.15204352,64.97927168,126.436704256
"cell_7249","NPOD6009_Head_ROI1",7249,501.691358,828.1604938,1.0616832,0.18546688,0.18546688,0.851968,0.27131904,0.12320768,0.45678592,1.900544,4.4826624,0.40763392,0.60489728,0.25952256,0.22216704,3.6896768,1.1337728,0.6422528,0.22216704,0.51838976,0.1605632,0.1114112,0.9043968,2.8770304,0.3211264,0.33357824,0.17301504,0.03702784,1.7760256,0.40763392,1.8874368,1.5794176,0.14811136,0.3702784,0.18546688,0.3702784,70.680117248,133.372379136
"cell_7250","NPOD6009_Head_ROI1",7250,913.744186,826.4302326,0.58130432,0.17432576,0.13959168,0.60489728,0.15138816,0.09306112,0.16252928,2.2413312,2.1168128,0.1277952,0.2555904,0.13959168,0.42991616,2.719744,1.081344,0.37224448,0.20905984,0.50003968,0.13959168,0.04653056,0.27918336,3.4799616,0.19791872,0.1277952,0.11599872,0.058130432,0.7798784,0.29097984,1.6252928,0.8978432,0.1277952,0.34865152,0.16252928,0.20905984,68.326653952,129.897332736
"cell_7251","NPOD6009_Head_ROI1",7251,145.9622642,826.7358491,1.6384,0.056623104,0.13238272,0.98304,0.056623104,0.1507328,0.2260992,7.79255808,2.752512,0.37748736,1.9464192,0.18874368,0.26411008,4.6596096,1.3238272,0.37748736,0.41484288,0.50921472,0.33947648,0.16973824,0.43384832,1.4876672,0.50921472,1.4352384,0.09437184,0.056623104,1.0027008,0.35848192,1.7760256,1.3565952,0.24510464,0.58523648,0.11337728,0.13238272,86.491856896,160.926990336
"cell_7252","NPOD6009_Head_ROI1",7252,343.5135135,830.4144144,1.9070976,1.9726336,0.1441792,0.63963136,3.8535168,0.2523136,1.47456,0.54984704,0.3244032,0.20709376,3.2899072,0.13500416,1.2976128,3.506176,1.081344,0.40566784,0.8454144,0.40566784,23.81119488,0.2523136,0.48627712,15.369633792,0.16187392,0.045023232,0.045023232,0.0540672,0.41418752,0.37814272,0.62193664,0.1441792,0.1081344,0.34209792,0.27000832,0.3964928,78.181367808,146.731958272
"cell_7253","NPOD6009_Head_ROI1",7253,769.9830508,829.4322034,0.98304,0.41549824,0.08454144,0.7471104,0.12713984,0.1441792,0.16121856,2.490368,2.4641536,0.31326208,0.39845888,0.17825792,0.25427968,4.2795008,1.3369344,0.40697856,0.16973824,0.50855936,0.22020096,0.13565952,1.0223616,5.3215232,0.30539776,0.19464192,0.23724032,0.033882112,0.31326208,0.7143424,1.3041664,0.720896,0.23724032,0.753664,0.16121856,0.23724032,68.263739392,126.129012736
"cell_7254","NPOD6009_Head_ROI1",7254,839.72,826.8,2.4182784,0.10027008,0.46006272,0.7012352,0.060030976,1.4221312,0.07995392,0.64028672,1.7825792,0.31981568,0.180224,0.15990784,0.14024704,2.719744,0.64028672,0.35979264,0.14024704,0.30015488,0.1998848,0.11993088,0.42008576,4.8627712,0.03997696,0.22020096,0.03997696,0.14024704,1.9398656,0.3801088,0.917504,0.3997696,0.060030976,3.342336,0.26017792,0.14024704,86.121316352,155.18236672
"cell_7255","NPOD6009_Head_ROI1",7255,50.72897196,829.9158879,1.5532032,0.07471104,0.21495808,1.2648448,0.131072,0.15859712,0.11206656,1.1665408,2.392064,0.21495808,0.36438016,0.950272,0.22413312,6.2128128,0.9699328,0.47644672,0.19595264,1.6187392,9.345957888,0.2523136,4.8693248,4.7382528,0.131072,0.20578304,0.03735552,0.046727168,6.4421888,1.343488,1.1337728,0.7733248,0.28966912,4.8234496,0.10289152,0.22413312,87.319117824,162.90906112
"cell_7256","NPOD6009_Head_ROI1",7256,157.1678322,831.958042,0.55246848,0.13303808,0.13303808,0.7077888,0.11206656,0.13303808,0.2097152,2.0578304,3.9583744,0.20250624,0.27983872,0.21692416,0.23789568,2.5296896,0.9764864,0.37093376,0.13303808,0.38469632,0.22347776,0.08388608,0.25165824,4.0435712,0.07012352,0.18874368,0.07012352,0.027983872,1.7956864,0.50331648,1.4811136,0.7602176,0.2654208,0.3145728,0.06291456,0.13959168,69.497585664,131.295739904
"cell_7257","NPOD6009_Head_ROI1",7257,167.5733333,829.0933333,0.3997696,0.10682368,0.10682368,0.8126464,0.14680064,0.10682368,0.13303808,2.9884416,2.3330816,0.57344,0.720896,0.14680064,0.1867776,2.359296,0.9764864,0.35979264,0.3997696,0.23986176,0.27983872,0.07995392,0.26673152,3.4013184,0.27983872,0.49348608,0.11993088,0.03997696,1.3893632,0.60030976,1.2255232,0.3735552,0.23986176,0.13303808,0.11993088,0.14680064,75.441176576,138.38876672
"cell_7258","NPOD6009_Head_ROI1",7258,176.2391304,829.6304348,0.9437184,0.1736704,0.21757952,0.7733248,0.21757952,0.22806528,0.2392064,2.8049408,4.2795008,0.19595264,0.4456448,0.11927552,0.26083328,2.6411008,1.0747904,0.43450368,0.18481152,0.28246016,1.0027008,0.043450368,0.32636928,3.8469632,0.2064384,0.16318464,0.08716288,0.054329344,1.3565952,0.60882944,1.0420224,1.0027008,0.09764864,0.55443456,0.14155776,0.11927552,62.174855168,112.740859904
"cell_7259","NPOD6009_Head_ROI1",7259,203.0232558,829.5697674,0.7995392,0.20905984,0.17432576,0.917504,0.11599872,0.17432576,0.19791872,2.8704768,4.489216,0.37224448,0.34865152,0.2326528,0.16252928,3.3161216,1.0944512,0.4882432,0.058130432,0.29097984,0.30212096,0.1048576,0.26738688,4.489216,0.27918336,0.18612224,0.06946816,0.034865152,1.081344,0.54657024,1.31072,0.44171264,0.16252928,0.38404096,0.16252928,0.2326528,70.198755328,138.095099904
"cell_7260","NPOD6009_Head_ROI1",7260,236.5232558,829.5116279,0.47644672,0.19791872,0.16252928,0.8126464,0.08126464,0.16252928,0.34865152,3.8141952,5.5246848,0.2326528,0.3375104,0.22085632,0.22085632,3.7224448,1.441792,0.62783488,0.1277952,0.7667712,0.37224448,0.18612224,0.32571392,3.8928384,0.1048576,0.1277952,0.04653056,0.034865152,0.4653056,0.65142784,0.9633792,1.835008,0.16252928,0.42991616,0.1048576,0.2555904,53.419442176,98.989899776
"cell_7261","NPOD6009_Head_ROI1",7261,396.4936709,827.9367089,2.392064,0.26607616,0.8454144,0.6815744,0.8585216,1.4548992,2.3789568,0.37945344,0.41746432,0.1015808,0.20250624,0.1769472,0.4554752,2.6607616,0.7602176,0.32899072,0.22806528,0.65536,0.29097984,0.1015808,0.278528,9.75962112,0.1015808,0.11403264,0,0.11403264,6.22592,0.29097984,0.8978432,0.15204352,0.025296896,0.16449536,0.12648448,0.20250624,48.101982208,91.79889664
"cell_7262","NPOD6009_Head_ROI1",7262,491.984375,827.46875,1.4352384,0.2031616,0.18743296,0.9043968,0.344064,0.37486592,0.23461888,5.8916864,1.4876672,1.1534336,3.9387136,0.15597568,0.29687808,4.718592,1.0027008,0.64094208,0.950272,0.39059456,0.4063232,0.12517376,0.4685824,1.671168,1.1730944,2.2806528,0.15597568,0.04685824,0.54657024,0.59375616,1.6580608,0.62521344,0.2031616,0.18743296,0.1409024,0.09371648,96.06397952,176.205791232
"cell_7263","NPOD6009_Head_ROI1",7263,581.8311688,828.9090909,0.59768832,0.10420224,0.07798784,0.48037888,0.10420224,0.064946176,0.11665408,1.4548992,4.3778048,0.15597568,0.12976128,0.07798784,0.16908288,2.195456,0.8454144,0.376832,0.07798784,0.29884416,0.10420224,0.025952256,0.3506176,3.375104,0.09109504,0.12976128,0.10420224,0.09109504,0.62324736,0.376832,1.7760256,0.6750208,0.051970048,0.3244032,0.14286848,0.10420224,61.03990272,113.300406272
"cell_7264","NPOD6009_Head_ROI1",7264,588.8125,826.25,0.8126464,0.18743296,0.12517376,0.56229888,0.062521344,0.18743296,0.12517376,3.5651584,6.3766528,0.24969216,0.12517376,0,0.43778048,3.8731776,0.43778048,0.50003968,0.12517376,0.31260672,0.43778048,0,0.50003968,5.8130432,0.18743296,0.12517376,0.24969216,0,0,0.43778048,1.1862016,1.1272192,0.24969216,0.43778048,0.12517376,0.18743296,67.063513088,129.564475392
"cell_7265","NPOD6009_Head_ROI1",7265,632.6702128,829.5851064,0.9568256,0.15925248,0.053215232,0.8716288,0.1703936,0.09568256,0.20185088,2.7000832,3.3619968,0.38273024,0.18087936,0.15925248,0.2981888,3.4799616,1.0420224,0.35127296,0.1277952,0.55312384,0.35127296,0.0851968,0.36175872,4.1484288,0.19136512,0.32964608,0.07471104,0.063832064,1.4024704,0.54263808,1.5138816,1.1272192,0.18087936,0.40435712,0.26607616,0.19136512,68.267016192,123.746582528
